feature,class
"[-257.94092288  115.86382993  -31.70595848   -2.16902965   -4.23662836
  -14.2000506    -5.27046195   -6.62759479    1.78357337  -15.25462662
  -14.63729878   -8.94340093  -23.88081096    1.91418364    9.4267935
    9.30417922    5.11925552   -5.57044092   -9.0340061   -10.72488079
   -1.69056198   -5.66450046   -7.51924509   -9.99987215   -2.36217085
   -6.55347042   -5.42498887   -7.00468215    7.21846939    6.6216689
    5.93452901   -0.92224413    0.82579422   -8.1355242    -6.02808699
   -1.87532566   -1.43599897   -8.10468771   -4.73127235   -1.94295048]",cat
"[-3.67663397e+02  1.17791691e+02  5.80875700e+00  2.91886281e+01
  2.63176391e+00 -8.67315168e-01 -1.16528462e+01 -6.59672782e+00
 -1.90108553e+01 -5.44432597e-01 -1.51010630e+01 -4.40155328e+00
 -6.53316657e+00 -6.35653417e+00 -6.45276774e+00 -5.75253707e+00
 -5.40431200e+00 -3.99357429e+00 -7.94544825e+00 -3.23655254e+00
 -7.20574564e+00  1.77314454e-02 -6.17924270e+00 -3.08757523e-01
 -4.99124779e+00 -3.37753591e+00 -1.98534589e+00 -3.75350012e+00
 -1.42311583e+00 -3.31153731e+00  2.65846828e-01 -2.15687661e+00
 -2.95982636e+00 -2.26832940e+00 -3.98501447e+00  8.46505655e-01
 -2.55373765e+00 -2.25975253e+00 -3.12043955e-01  3.55264275e-01]",cat
"[-1.32887459e+02  7.04801032e+01 -1.15093865e+01  2.19496832e+01
  1.58998827e+01  9.74139713e+00  1.30143773e+00  2.08217750e+01
 -4.13021464e+00 -1.50539149e+00  5.87140437e+00  1.29135547e+01
  1.21168460e+01  1.50786408e+01  3.89106712e-02  6.31086508e+00
  4.38574832e+00  2.52691461e+00 -7.55136532e+00 -9.17803520e-01
  6.10272836e-01  4.42339571e+00 -5.14401427e+00  3.66985317e+00
  2.38525258e+00 -1.96059314e+00 -2.53350039e-01  2.44035764e+00
  4.21577375e+00 -3.24193174e+00  1.85835102e+00  9.92888891e-01
 -5.28843087e-01  3.45663283e+00  3.76496754e+00  9.02483298e-01
  3.07859399e+00  1.33767616e+00  2.10938687e+00  1.93730607e+00]",cat
"[-3.14806693e+02  1.38078364e+02  4.12872060e+01  2.82086443e+01
  3.40313593e+01  2.91947906e+01  1.30298985e+01  5.02921682e+00
  4.53570887e-01  6.04726658e+00  6.37168869e+00  1.25393590e+00
  1.08168897e+01  1.22491855e+01  3.27307812e+00  1.03167799e+01
  1.90344806e+00  4.36855095e+00 -3.17129543e+00  3.02159214e+00
  1.90009912e+00 -4.38344252e-01  3.04171718e+00 -3.23601288e-03
  1.90072300e+00  1.59125993e+00  5.92262773e-01  1.08401511e+00
  8.01338732e-01 -1.86890921e+00  1.33642111e+00 -1.62193845e+00
 -3.94616619e-01 -3.91488768e-01  4.94382057e-01 -9.28260625e-01
 -2.26640429e-01  6.65244350e-01 -2.89882095e-01  1.00180548e+00]",cat
"[-2.58519633e+02  6.40160655e+01 -1.58002817e+01 -1.32393603e+01
 -1.43584193e+01  5.10079022e+00 -7.64273557e+00 -2.63108767e+00
 -5.95480912e+00 -1.12085515e+01 -7.82067322e+00 -3.77751527e+00
  7.74341169e-01  6.10545834e+00 -9.43397290e+00  9.45004875e+00
 -2.03691664e+00  3.63245645e+00 -7.83316260e+00 -1.68746968e+00
  2.63674669e+00  1.18067049e+00  2.67634046e+00  3.54727488e+00
  3.60968642e-01 -1.90968551e+00 -1.90950463e+00 -3.07425206e+00
  3.21719209e+00 -7.63238761e-01  2.34692576e+00  6.82634615e-02
 -2.45881488e-02  1.47770478e+00  4.16905305e+00  2.47727725e-01
 -1.10923956e+00 -1.52950769e+00 -5.51317534e+00 -3.23401446e+00]",cat
"[-161.1089696    65.94439896  -27.92147176    5.51700893   -1.54350965
    6.82764372   -7.86118836    9.05189065    1.60161823    5.71892939
   -1.950852      7.77214023   -3.97977075    1.60831053    3.90586399
   10.803928      6.64538483   10.10540346    6.78867503    9.52571365
    5.60937523    4.40859245    2.26226173    2.75413632    6.58631497
    3.61152204    3.20107574    1.08303647    1.40679433    1.77090479
    3.27927722    3.97747641    6.4329297    10.75638722   11.00926683
    8.69956016    4.35644985    4.379494      4.19235551    6.45559629]",cat
"[-286.11983284  118.57158511  -12.65704943    6.76189877   -0.29840238
   10.8389198   -12.26964682   -3.47508628   -9.02625438  -11.71745499
    3.23340533    3.94867551   18.67406073   18.74932391    9.42923785
   -0.69973452   -2.71567942    8.54051536    5.86849538    4.2293736
   -0.38750948    5.70616782   10.28434115    4.4217471    10.12688376
   11.14010535    6.09613892   -2.68539569   -1.59333344    4.77911558
   -1.71807276   -1.64123926   -1.07533612   -2.06029204    5.76113583
    9.08286921    9.91535774    9.02971696   11.00176255    8.92632805]",cat
"[-251.80233956   91.94400409   -1.13295838    9.62317297    2.22758955
    5.41069816   -5.01868434   10.31792275   -1.63597996   -5.03643495
    3.63397094   10.20069154   21.76800273   15.90037015    2.88322962
   -4.41656975   -3.07978044    5.55259705   -0.77401453   -0.98879124
    1.3183924     7.64511164    7.75008622    4.55248543    9.1998593
   12.3801821     3.6425255     0.41887656    2.77961102    2.87810261
    1.03633859   -2.33656818    0.97398349    1.29883072    5.65164041
    2.82187575   -0.65676684    3.01050242    1.37485608   -2.50795606]",cat
"[-2.36764002e+02  5.33815935e+01 -2.36434215e+01  3.27385823e+01
 -2.82360093e+00  1.39207696e+01 -3.84978892e+00  1.96667079e+01
  1.81506520e+00  1.03390733e+01  1.85986695e+00  8.59750438e+00
 -9.96064241e-01  2.51968255e+00  3.31965048e+00  8.11713711e+00
  1.09516200e+01  1.54903212e+01  9.06436817e+00  5.30041527e+00
  2.61031825e+00  3.17766724e+00  2.35748339e+00  3.96839166e-01
 -1.70074496e-01 -1.13986765e+00  1.71468424e+00  5.85657370e-01
 -3.41773486e-01 -8.38896251e-01  3.59365001e+00  6.82647159e+00
  6.55607376e+00  6.56415198e+00  6.73220169e+00  3.49075353e+00
  2.02673898e+00  4.40137050e+00  2.65508396e+00  2.04321618e+00]",cat
"[-156.47644223   40.02738814  -28.72707552   27.82936831   -6.04795123
    8.4176856    -7.78518812   19.27933693   -1.72167814    7.63750798
   -3.87205796    4.93102148   -5.71627689    8.04850573    5.7154313
   10.85658061    8.43029115   10.54420263    5.28578261    4.16316589
    3.06982517    3.47657766    3.67898758   -0.23629492   -4.1324893
    0.60271802    2.96158033    2.58400907    2.09786382    7.34100149
    9.90553431    7.48616767    3.94725819    3.87534632    1.29109592
    3.10016761    4.23347928    2.96314877    0.41516917    1.00421084]",cat
"[-1.27080427e+02  6.56336402e+01 -6.58419898e+01 -2.44756956e+01
 -2.60356416e+01  8.72757441e-01 -5.08749296e+00  1.57275824e+01
 -1.79143951e+01 -8.03792407e+00  2.89870077e+00 -7.20433936e+00
  3.31819487e-02  6.17387183e+00  8.76086818e+00  3.04401384e+00
  3.67564559e-01 -4.78662698e-01 -1.16672365e+00 -3.04047369e+00
 -2.80030744e+00 -2.49328133e+00 -7.03323219e+00 -5.81811552e+00
 -6.78548598e+00  3.13223578e+00  9.19200547e+00  1.73486628e+01
  1.38855378e+01  2.97386521e+00 -3.12835898e+00 -6.62992032e+00
  2.66457405e+00  4.78445452e+00  1.90524704e+00 -4.26837000e+00
 -5.08874735e+00  1.65236910e+00  1.75219403e+00  2.77023079e-01]",cat
"[-1.49567222e+02  7.79244772e+01 -7.58217076e+01 -2.66042036e+01
 -3.54144100e+00 -1.22392663e+01 -3.22040533e+00  1.04452637e+01
 -7.76785336e+00  1.44918361e+00 -8.17215290e+00 -9.84187671e+00
 -6.88521297e+00  9.76043886e+00  6.26392008e+00  5.32499704e+00
 -9.01233351e-01 -3.25155141e+00 -3.94348863e+00 -2.94031101e-01
  1.21282852e+00 -8.18601398e-01 -4.40564342e+00 -4.50162036e+00
 -4.02727857e+00 -3.28346179e+00  1.85342048e+00  1.02792409e+01
  1.59194613e+01  1.31433636e+01  5.31004704e+00 -1.66786423e+00
 -2.22552210e+00  2.99397922e+00  3.99703757e+00  3.42261095e-01
 -3.04914144e+00  7.01675500e-01  7.94189975e-01  9.49692079e-02]",cat
"[-4.04812800e+02 -2.73599780e+01 -1.09162860e+01 -2.04534047e+01
  2.11491541e+01  2.93519037e+00  1.63082834e+01 -5.26531034e+00
 -6.01767494e+00  9.09598786e+00  9.15312978e+00 -9.04072946e-01
 -6.69691547e+00  5.64731505e+00 -2.50800877e+00  3.85042786e+00
  2.30876011e+00  2.39360183e+00 -3.08279891e+00  4.51089727e+00
  2.82567922e+00  6.23171016e+00  2.99570809e+00  4.13273178e+00
  2.33314259e+00  1.99505889e+00  3.43665616e+00  1.77456093e-01
 -2.28658443e+00  3.09589150e-01  9.27529271e-04  6.54359130e-02
 -9.34189222e-01  7.72711566e-01 -5.74303242e-01 -5.95111550e-01
 -1.25133665e-01 -7.07457005e-01 -8.48287760e-01 -1.06732423e+00]",cat
"[-1.04082143e+02  3.31076588e+01 -8.70205164e+01 -3.29647899e+00
 -9.27710871e+00 -1.31085188e+01 -1.40941988e-01  9.18841503e+00
 -7.48550610e+00  3.59128468e+00 -1.74321637e+01  5.37249246e+00
  1.89459034e+00 -1.31253784e+00  4.40581645e+00  2.70189018e+00
  2.51300708e+00  1.38004973e+00  2.51023233e+00 -5.84821475e+00
 -2.86529879e+00  4.54302748e-01 -8.77129762e-02 -2.56081195e+00
 -7.05514598e+00 -9.96045870e-02 -1.13418513e-01  9.78399158e-01
  4.56693806e+00  7.37458816e+00  3.03448806e+00 -2.46466015e+00
 -5.68950177e-01  2.29519770e+00  1.82093453e+00  2.63607018e+00
 -1.78570696e+00 -1.04678321e+00  6.24174283e-01  2.41627093e+00]",cat
"[-7.07328102e+01  5.15247099e+00 -7.36404732e+01  7.63265711e+00
 -2.14985598e+01  4.48569919e+00 -6.16648322e+00  1.38377566e+01
 -2.49763179e+00 -2.71465806e+00 -4.36820729e+00  5.01241638e+00
 -5.26940006e+00 -4.14086440e+00  5.93537016e+00 -6.66405095e-01
  1.10601881e+00 -7.40387873e-01 -4.63981795e+00  2.42658114e-02
 -2.90759489e+00 -6.58919555e+00 -1.68648390e+00  8.07515937e+00
  1.29383290e+01  9.97322016e+00  3.45919893e+00 -2.50946081e+00
 -2.11495243e+00  4.15668382e+00  3.88089751e+00 -9.37866775e-01
 -4.31712917e+00 -8.25000700e-01  1.22469273e+00  2.14738578e+00
 -1.55583079e+00 -5.03849432e+00  1.34767813e-01  5.61985563e+00]",cat
"[-2.58354080e+02  6.67726358e+01 -7.44568098e+00  1.32440471e+01
  1.57043883e+01  8.90665158e+00  6.44862089e+00  1.58766419e+01
  1.13750450e+01  1.46908138e+01  1.34249929e+01  1.46398338e+01
  4.78148675e+00  5.44991589e+00  6.55440070e+00  1.05103394e+01
 -1.22100689e+00  4.40702984e+00  9.52283777e+00  8.47087680e+00
  4.92928762e+00  3.34417904e+00  2.95369904e+00  4.45139565e+00
  1.83111749e+00  1.03049996e+01  5.03896185e+00  3.19336579e+00
  8.11080897e-01  4.34441745e+00  1.31085734e+00 -8.31186736e-01
 -3.73167268e+00 -2.87423661e+00 -6.73586625e+00  1.93715446e+00
  1.28500496e-01 -4.96607642e+00 -6.16411240e-02 -1.37375746e+00]",cat
"[-2.97061571e+02  6.34809518e+01 -1.96124190e+01  2.24949948e+01
  6.65486592e+00  8.95924472e+00  5.94335184e+00  1.72338992e+01
 -6.45808609e-01  5.08991335e+00  5.79187652e+00  8.29944602e+00
  8.84555241e-01  2.90630262e+00  1.49236791e-01  2.01337038e+00
  1.67941408e+00  2.24503326e+00  1.36071937e+00  1.63155949e+00
  2.44749064e+00  3.07366435e-01  1.33606707e-01 -1.58011750e-01
 -2.57130774e-01 -1.65254992e-01 -2.17693085e+00 -1.15970568e+00
 -1.07973884e+00  1.21441254e+00 -6.18850397e-01  5.71808679e-01
 -1.32592412e+00 -3.59471741e-01  4.21094048e-01  3.26215016e-01
  9.48071485e-02  4.06070522e-01 -6.77291667e-01 -3.44150033e-01]",cat
"[-4.28397072e+02  1.48046875e+01 -3.15617027e+01 -6.84211971e+00
 -1.37879936e+01 -1.67384351e+01 -6.80786502e-01 -6.49875779e+00
  2.94718092e+00 -6.95867188e+00  1.27039657e+00 -1.06096860e+00
 -4.53692191e+00 -5.38165152e-02 -5.56221063e+00 -3.14995670e+00
 -6.33925160e+00 -1.18570248e+00 -1.92811935e+00 -1.85837750e+00
 -2.72057639e+00 -1.86399391e+00 -1.91293627e+00 -5.47270547e-01
 -1.92787485e+00 -1.03448209e+00 -1.79994843e+00 -8.02852405e-01
 -5.10154890e-01 -1.36499482e+00 -7.81771610e-01 -8.20599918e-01
  1.00434863e+00  7.48076524e-01  7.35425923e-01  4.55927225e-01
 -1.02686749e-01  8.26648382e-01 -7.56968572e-01 -5.24094962e-01]",cat
"[-2.18020568e+02  7.96911912e+01  1.28618471e+01  2.12551136e+01
  1.77415306e-01  1.74641721e+01  6.19186426e-01  5.19184117e+00
 -7.09776088e-01 -3.35543586e+00  2.56089483e-01  4.31940211e+00
  3.24683851e+00  3.49624587e+00 -3.15168264e+00 -1.02615585e+00
  8.91126840e-02 -9.00205117e-01 -3.69172766e+00 -1.20471769e+00
 -1.74861838e+00 -2.73345391e-01 -2.57772222e+00 -1.43429444e+00
 -1.92681478e-01  1.74380269e+00  2.80515917e-01 -4.70819231e-01
 -2.46356558e+00 -2.19922023e+00 -1.45690393e+00 -3.16568922e-01
 -5.37153837e-02 -1.17295351e-01 -1.47256568e+00 -2.97820458e-01
 -1.91367051e+00 -1.61941878e+00 -1.51632830e+00 -1.79682586e+00]",cat
"[-2.16345335e+02  7.46358678e+01  1.48780486e+01  2.26840549e+01
 -1.22884084e+00  1.74430751e+01 -7.82832341e-01  6.10078259e+00
 -1.77075130e+00 -2.95707229e+00  2.43585153e-01  3.12668651e+00
  1.95013053e+00  2.41644002e+00 -2.08233134e+00 -8.70829313e-01
  9.69294884e-02 -1.09008234e+00 -3.81948873e+00 -2.69061311e-02
 -1.79890606e+00 -9.52192046e-01 -3.23244910e+00 -2.02465242e+00
 -5.24878585e-01  1.53815802e+00  1.68657361e-01 -7.08221855e-01
 -2.34419120e+00 -2.07696663e+00 -1.68316318e+00 -6.49251705e-01
 -8.86526854e-01 -2.94435320e-01 -1.78664983e+00 -9.13437650e-01
 -2.34915560e+00 -2.04533380e+00 -2.53828811e+00 -2.70801604e+00]",cat
"[-2.09692074e+02  7.17354077e+01  1.36002758e+01  2.17263454e+01
 -1.82751205e+00  1.74475112e+01 -2.72840643e+00  7.65267795e+00
 -3.24613612e+00 -2.51035279e+00 -1.74122925e+00  2.03481662e+00
  1.76506939e+00  2.54750248e+00 -2.97459577e+00 -8.08166844e-01
  1.14601107e+00 -1.16097244e+00 -4.87199424e+00  2.59716599e-01
 -2.16317282e+00 -1.41847936e+00 -3.61441560e+00 -2.30467396e+00
 -1.46616478e+00 -6.69792270e-02  2.29764372e-01  3.68555863e-02
 -1.56142154e+00 -1.33486219e+00 -1.53407983e+00 -1.03847160e+00
 -1.23598276e+00 -1.18139890e+00 -1.62287275e+00 -1.02668063e+00
 -2.36209925e+00 -2.25146418e+00 -2.92887003e+00 -2.82813683e+00]",cat
"[-2.18335706e+02  5.49120159e+01  4.86588887e+01  1.95298589e+01
  9.10848869e+00  3.28625216e+01  1.02442238e+01  1.87014225e+01
 -2.04018729e-01  1.57763818e+01  8.80865822e+00  1.13670774e+01
  8.18538569e+00 -2.28214290e-01  2.76048023e+00  6.50638003e+00
  7.91511214e+00  6.91279286e+00 -2.57982112e+00  1.67084391e+00
  9.68990597e+00  8.20613029e+00  2.84398597e+00  3.41802219e+00
  1.70103497e+00 -3.15045057e+00  2.99879107e+00  5.45788653e+00
  4.13721992e-01  8.09475754e-01  4.32759157e+00  3.11480553e+00
 -1.33562655e-01  4.59432706e+00 -4.22418994e+00  1.22601461e+00
  2.39149938e+00 -5.35001025e-01 -1.80706781e+00  1.52039846e+00]",cat
"[-2.32413792e+02  6.70186901e+01  7.12875855e+00  1.91663007e+01
  1.50712700e+01  1.03010432e+01  8.67948449e+00  2.87587033e+00
  2.71368900e+00  2.06630977e-01 -1.18528312e+00  9.92500368e+00
  1.80106840e+01  1.27387197e+01 -4.02187756e-01 -7.40462584e+00
 -1.42150167e+00  8.65560373e+00  3.36877493e+00 -6.16350758e+00
 -7.06283280e+00  2.73410457e+00  7.29631896e+00  2.06102858e+00
  6.61470091e+00  1.23126418e+01  1.06653862e+00 -4.42585562e+00
  7.65280670e-01  4.41378586e+00 -2.21988514e+00  1.18732204e+00
 -1.91238278e+00 -1.39698804e+00  4.67598098e+00  7.80094096e+00
  9.76598426e-01  2.55737813e+00  1.34746557e+00 -9.03795703e-01]",cat
"[-2.66343038e+02  3.51885870e+01  2.39188640e+01  1.71412416e+01
  5.85099735e+00  2.39242447e+01  7.14681998e+00  8.48177158e+00
 -2.08562805e+00  1.60496559e+01  6.53573682e+00  6.65458711e+00
  2.57523398e+00  6.03582888e+00  3.31026382e+00  9.51592947e+00
  5.25144575e+00 -3.64562629e+00  1.73758433e+00  1.16697873e+01
  6.92303701e+00  3.59868467e-01  3.33188733e-01  5.91371210e+00
 -5.13059243e+00  1.27201441e+00  7.42540628e+00 -4.23139803e+00
 -1.64421364e-01  8.04283360e+00  7.47441664e-01  6.70131151e-01
  3.43940086e+00 -3.59367891e+00  5.86273016e+00  5.55624891e-01
 -5.72130337e+00  5.84022228e+00 -1.42604180e-01  2.75615771e-01]",cat
"[-152.24589209  105.30735156   20.99466595   28.03741841   19.85526422
    9.47801478   13.42209183   11.87616511    6.48552979    9.85191794
    8.91484826   12.74599675    3.03823085    4.57736796    6.25298948
    4.53024427    1.97731575    3.55939552    3.09341436    6.42836692
   -0.64503426    1.34289273    5.82421799    1.65292526   -0.87333417
    2.6793683    -0.89973764   -1.23440872    3.53854881    3.26922856
   -0.95582622    1.85880404   -0.88900555    1.63689325    2.13482239
   -0.68906386    1.18316691    2.74073014   -0.45180645    0.21744581]",cat
"[-2.73804487e+02  7.37961882e+01  8.79963951e+00  3.56018867e+01
  8.55485782e+00  1.13596826e+01  2.45127935e+00  9.30065575e+00
  1.30540773e+01  9.65291920e+00  4.35609301e+00 -7.02550187e-01
 -9.52088460e-01  8.30504040e+00  4.60052840e+00 -1.15950493e+00
 -5.45660827e-01  1.22335492e+01  1.39233888e+00 -2.37605069e+00
  2.04058010e+00  3.83299574e+00 -3.02386955e-01  5.74578410e+00
 -2.21344456e-01 -3.00896292e-01  3.04874071e+00 -6.39578592e-01
 -1.15052102e+00  5.14892152e+00  1.01056532e+00  9.47577894e-01
 -1.20262427e+00  7.83330496e-01  2.84539066e+00 -2.23598798e+00
  6.12696708e-01  1.65081898e+00  3.83513586e-01  2.88035959e+00]",cat
"[-2.69653198e+02  7.52908361e+01  9.22322765e+00  3.34203119e+01
  1.10722137e+01  1.28785300e+01  2.12874596e+00  1.17474474e+01
  1.16258873e+01  1.20981185e+01  6.38052659e+00  1.05747470e+00
 -2.06648662e+00  6.28673842e+00  4.54007577e+00  3.74465543e-02
 -3.82988555e+00  9.94522964e+00  6.60759621e+00 -1.25343532e+00
 -1.58602325e+00  4.57749731e+00  8.09094912e-01  3.22335661e+00
  8.36579430e-01 -5.65948242e-01  1.49668984e+00  2.92011768e+00
 -5.18594176e-01  3.05189094e+00  3.00725383e+00 -1.42099873e-01
  7.40503843e-01  3.07000220e-01  1.35562369e+00  6.10383051e-01
 -4.14262278e-01  1.13494930e+00  1.10474928e+00  1.04178057e+00]",cat
"[-2.63587517e+02  9.06703740e+01  6.14799697e+00  2.58898488e+01
  9.32846757e+00  1.24977461e+01  2.57313009e+00  1.01533057e+01
  7.66859075e+00  6.97261718e+00  5.75434966e+00  5.52353620e+00
 -1.14416697e+00  4.73440855e+00  5.32606396e+00  3.57427283e+00
 -1.96698733e-01  6.54197459e+00  6.78701146e+00  2.05937001e+00
 -7.65397019e-01  6.21112727e+00  1.75050706e+00  1.81714349e+00
  3.27495384e+00  5.01818538e-01  4.25904515e-01  4.78349553e+00
 -3.89979110e-01 -2.64889573e-01  3.47510050e-02 -3.45801803e-01
  8.72246221e-01 -1.02007179e+00 -1.44863724e+00  1.24108493e+00
 -1.36325989e+00  6.27939688e-01  1.16018701e+00 -4.47118867e-01]",cat
"[-1.62136166e+02  6.79701248e+01  1.46708197e+00  8.69284188e+00
  1.73208615e+01  2.94954447e+00  7.15304820e+00  5.29730238e+00
  1.62178270e+01  1.26879586e+01  9.18470370e+00 -5.92798413e+00
 -1.22056385e+01  3.76038762e+00  6.73466006e+00 -2.09139462e+00
 -3.56518728e+00  7.86723742e+00  6.25838272e+00 -7.77856294e+00
 -8.09219331e+00 -2.37267771e-02 -2.33446759e+00  1.67308351e+00
  6.33052656e+00  2.75718274e+00  9.74154644e-01  6.01418703e+00
 -2.34449990e+00 -5.46672213e+00 -2.34133286e+00 -6.81303257e-01
 -5.01908893e+00 -9.97077880e-01  4.37208969e-02  1.16531242e+00
 -1.02671826e+00 -2.60291681e+00 -2.48983310e+00  4.35863805e-01]",cat
"[-2.85018464e+02  1.02966462e+02 -5.64148590e+01  1.31730463e+01
 -3.51656350e+00  4.14779127e+00  1.46564648e+01  4.48232481e-01
 -1.58890228e+00 -8.21332452e+00 -8.54028953e+00  1.32228195e+01
  1.71794981e+01  1.98613975e+01  1.21941588e+01  9.71819399e+00
 -3.19235016e+00 -1.12653315e+01 -3.47959071e+00  8.81897929e+00
 -2.16690467e+00 -1.45237014e+01  7.08403797e-01  4.34461416e+00
 -4.65036764e+00  6.76455836e-02  8.99458948e+00  5.71622532e+00
  4.44316138e+00  1.14847234e+01  1.37688417e+01  6.83972872e+00
 -2.88873815e+00 -3.19504980e+00 -1.56048830e+00 -1.32121339e-01
  4.38273538e+00  2.40525820e+00 -7.89915121e-01  4.28625672e+00]",cat
"[-304.02457611   61.84658241    6.97350409   31.86716798   14.73767565
   21.6011492    18.43650078   11.86595392    8.34979988   13.20062633
    6.14109687    9.01176539    4.39909041    6.5626697     4.95084548
    7.64024363    2.80305219    4.83997459    1.75337504    4.79450546
    4.14110331    4.18109596    4.9660398     3.16575214    1.4005506
    2.81513317    0.71260362    2.99272371    4.28142288    3.42734548
    2.36852831    3.49924539    1.22942936    1.99414036    3.19706934
    2.1366354     1.18810909    2.12454847    1.18643249    0.68578379]",cat
"[-1.16610895e+02  3.23346750e+01 -2.13144240e+01 -3.65512578e+00
 -1.10768518e+01 -6.35051691e+00  8.94257905e-01 -1.44144363e+00
 -2.58357574e+00 -3.43560146e+00 -3.86623128e-01 -2.11772466e+00
 -1.07280080e+01 -7.67200908e+00 -3.84741305e+00 -6.07216697e-01
  5.02643759e+00  2.23843090e+00  3.08104006e+00  1.07254601e+00
 -2.42323834e+00  1.52443557e+00  2.35326774e+00 -1.62724149e+00
 -2.87034118e+00 -3.43750608e+00  3.62972891e-01 -1.19115467e+00
 -5.08328155e+00 -8.07457003e-01  5.23606893e-01  1.18244347e+00
  1.18665874e+00  3.95397572e-02 -7.42547550e-01 -1.38459344e+00
 -7.80812927e-01  6.94002858e-01 -1.21637153e+00 -3.37137795e-01]",cat
"[-2.53076025e+02  7.20627771e+01  8.32467220e+00  2.25137198e+01
  5.09693501e+00  1.11486694e+01  7.99333313e+00  7.09439892e+00
  3.01091519e+00  6.27720022e+00  4.65864957e+00  3.44418510e+00
  2.81157642e+00  6.19475215e+00  7.30174456e+00  9.48758922e+00
  7.71993584e+00  5.25701816e+00  2.34206627e+00  2.81209875e+00
  2.36288025e+00  2.85753412e+00  2.62384998e-01 -3.67139902e-01
  2.20262574e-01  6.91092484e-01  8.76946340e-01  1.17961496e+00
 -7.16712987e-01  3.18294899e+00  1.47362587e+00  8.73400606e-01
  6.96565406e-01  1.45894998e+00 -3.13413744e-01 -1.50524627e+00
  8.18695949e-01 -1.49079748e+00 -1.77959848e+00  2.82224959e-01]",cat
"[-386.23441078   78.60704492   44.51775162   38.42645365   25.18400989
   18.41197884   12.9855389    14.52983971    9.91492544   12.73135464
   18.66092994   19.88269295   14.83304759   10.06530878    6.35919092
    5.9147994     4.31233328    3.54252424    2.94019244    5.23644426
    6.99216768    5.71819476    4.85428142    4.50390506    2.9830828
    1.45471558    3.50319408    3.03146963    1.19706893    3.41848825
    3.86803043    2.99088463    3.37567684    1.80021009    1.35677747
    3.46377516    1.84062727    1.00707572    2.00638392    1.3680329 ]",cat
"[-2.74789317e+02  7.79580770e+01  8.26544060e+00  2.08029604e+01
  4.62106291e+00  1.20517508e+01  7.65018807e+00  4.73929581e+00
  5.85086244e-01  4.32784912e+00  3.80454277e+00  3.54897866e+00
  1.83782731e+00  5.44152722e+00  7.18181713e+00  8.93700301e+00
  7.29924083e+00  4.88413701e+00  2.42054508e+00  1.66044519e+00
  9.03104504e-01  1.74932292e+00 -1.44356755e+00 -2.05938370e+00
 -9.22580701e-01 -1.64051588e-01  3.92488098e-01  1.00711524e+00
 -1.27879781e+00  2.15484486e+00  4.63657685e-01 -3.15123090e-01
  3.75032453e-01  1.60199644e+00 -3.38000674e-01 -2.89782456e+00
 -8.91965317e-02 -2.10726743e+00 -1.80032668e+00  1.16549571e-01]",cat
"[-3.69821212e+02  7.46429021e+01  2.75934452e+01  2.26548582e+01
  2.28180403e+01  2.43089515e+01  2.18689027e+01  1.01845119e+01
  7.29979779e-01  1.29182104e+01  8.26914970e+00  8.64602110e+00
  1.29618358e+01  1.59124295e+01  9.30737201e+00  1.15398409e+01
  5.18868049e+00  4.76999484e+00  4.00361552e-01  6.69822939e-03
  2.62775008e+00  2.28702789e+00  3.13714933e+00  1.58999700e+00
  1.40282034e-01  1.72213955e+00  1.88091900e+00  1.44107704e+00
  1.69511197e+00  8.38105825e-01  1.81311493e+00  1.63644845e+00
  9.36642607e-01  1.43460176e+00  5.29805247e-01  1.21135368e+00
  6.69813105e-01  1.27159913e+00  9.46555190e-01  9.84435094e-01]",cat
"[-326.73688456   64.47805364   28.17225451   24.59455548   21.04193339
   22.22870878   20.52577487   10.71656502    2.29475847   12.67629684
    9.99950842    8.73306442   14.17055626   12.63083521    9.31537038
   10.3099577     3.81211346    5.24049604    2.41448946    3.24396181
    3.6772399     2.54976644    3.43319961    2.77961978    1.91110033
    3.17262022    2.72577512    1.93632032    2.14538907    2.08387182
    2.75578901    1.40739942    1.31848698    2.0872561     1.28139513
    1.97153418    1.54842669    1.87436175    1.52544616    2.15632632]",cat
"[-311.8368632    58.30879438   22.36967799   21.28152191   18.31951193
   16.57141109   16.55969055   11.49943342    3.20754367    9.77602623
    6.58619272    7.50910149   13.13698529   12.42904995   10.78894544
   10.4701144     4.00114476    4.62798376    1.82919319    4.27197839
    3.38956686    2.97679035    3.27524622    3.45523554    2.28088559
    3.35766199    3.2105217     2.72232254    2.49061092    2.43044939
    3.0187213     2.23972312    1.76597583    1.93101431    1.3893053
    1.78904659    1.89089079    2.19954997    1.64974067    2.6148963 ]",cat
"[-2.78032751e+02  6.19187864e+01  2.81146598e+00  9.72376678e+00
  8.06029687e+00  1.42492503e+01 -2.69272231e+00  7.32176841e+00
  1.34258329e+00  3.09597977e+00 -5.76092391e-01  7.55705360e-02
 -2.15380197e+00 -1.91882829e+00 -2.09872412e+00  1.61603561e-02
  1.08836616e+00  4.35951559e+00  1.05274015e+00 -2.21204327e-01
 -4.34742577e+00 -6.65624029e-01 -3.91710895e+00 -5.07851730e+00
 -5.30161903e+00 -2.36835048e+00 -1.64155703e+00 -2.85173646e+00
 -3.14363756e+00 -3.22310455e+00 -3.89787554e+00 -2.24094672e+00
 -2.10070165e+00 -6.80053869e-02  6.71997374e-01  2.27265724e+00
 -2.19499738e-02 -1.12570829e+00 -1.12983390e+00 -5.19473111e-01]",cat
