feature,class
"[-222.31865343   70.75437049   -7.11037284    6.57647037   -2.69535653
   -0.93329259    1.39153558   -0.72777164   -2.34846102   -2.40530748
   -2.32449307   -2.3223203    -0.97232763   -1.12571444   -2.676779
   -2.87606773   -4.53639654   -2.45017694   -3.28480929   -2.48483587
   -2.88425681   -1.82378436   -1.75117824   -0.4802832    -1.21732621
   -1.4626065    -1.87463307   -1.12094117   -0.71691145   -1.39663465
   -1.95750101   -2.63440584   -3.17209772   -1.70420521   -1.3234657
   -2.37366307   -2.8959092    -1.43448435   -1.43520039   -2.01219565]",cat
"[-3.25246170e+02  6.21895056e+01  2.49247339e+01  3.17810855e+01
  8.05285846e+00  2.04034016e+01  4.56556612e+00  1.24037612e+01
 -1.90942090e+00  8.47379029e+00  7.56257870e+00  1.23992162e+00
 -2.95637078e+00  8.84812089e+00 -6.11064052e-01  4.49352770e+00
  7.29809474e+00  4.18714018e+00  3.58765028e+00  2.14915347e+00
  1.38213209e+00  1.50204671e-01  7.55424483e-01  2.86875195e+00
 -8.17403200e-04  2.89233603e+00  1.34103285e+00  1.24504644e+00
  1.09116161e+00  5.42048953e-01 -5.57885483e-01  1.21031251e+00
 -2.81481244e+00  2.11708138e+00 -1.46836480e+00  3.53402376e-01
  1.10328646e+00  3.28240819e-01 -2.96442124e-02  9.40444500e-01]",cat
"[-1.40286855e+02  7.85660472e+01 -8.36177037e+00  8.47261665e+00
 -4.22684039e+00  8.20904745e-02  1.69352319e+00  1.50629491e+00
 -1.89727488e+00 -2.07377240e+00 -1.50712386e+00 -2.37263897e+00
 -2.87902606e+00 -2.03190520e+00 -2.51622931e+00 -3.53692716e+00
 -6.54445000e+00 -4.15546644e+00 -2.82482929e+00 -2.33864693e+00
 -4.61477725e+00 -2.32550740e+00 -2.02307122e+00 -1.04812895e+00
 -1.98876232e+00 -1.42257453e+00 -2.75782267e+00 -1.46312149e+00
 -9.96750410e-01 -2.08952671e+00 -2.57508218e+00 -2.92556769e+00
 -3.14857551e+00 -1.95875998e+00 -1.91173663e+00 -2.76307496e+00
 -2.66954314e+00 -1.75518194e+00 -1.91264182e+00 -1.68288073e+00]",cat
"[-1.11575602e+02  6.17173804e+01  1.03291395e-01  1.39189204e+01
 -1.82472614e+00  4.84084272e+00  4.66019420e+00  5.25264185e+00
  1.21594657e+00  2.04367040e-01  1.87405714e+00 -4.11567296e-01
 -1.50147911e+00 -7.83586344e-01 -1.89963562e+00 -2.22813954e+00
 -4.24914128e+00 -2.38574323e+00 -1.56688194e+00 -7.64186787e-01
 -3.58110840e+00 -1.07417414e+00 -9.60863714e-01  2.63020592e-01
 -1.30982613e+00 -2.10379515e-01 -1.71991280e+00 -7.32390077e-01
 -1.23341495e+00 -1.77407895e+00 -2.00021155e+00 -1.05326338e+00
 -1.50466662e+00 -1.55533624e+00 -1.72152142e+00 -1.86354314e+00
 -1.77234860e+00 -1.45611005e+00 -1.52072320e+00 -1.41574876e+00]",cat
"[-380.82895296   78.88263455  -78.95623082   -0.78471952    1.63619111
  -26.30823471   -8.79888191  -15.80794615  -10.96660158  -10.59418685
  -18.75070731   -4.53452949    1.30589253    8.36759099   10.04133395
   -6.13424238  -13.703471     -5.4513062     7.74424771    9.80844403
   -3.70589565   -8.69979821    1.32628887    3.76027921    2.92118367
    8.53665823   17.354228      9.23269845   -9.36239086   -5.43038839
    3.79023401    0.86845686    3.27285509    1.0089016   -10.48513844
   -9.01150112    1.43653556    5.08760215    1.06451669    2.61882825]",cat
"[-2.03641177e+02  1.01002740e+01 -6.15102366e+01 -8.22422164e+00
 -3.26977103e+01 -1.87424557e+01 -1.93970375e+01 -2.67841133e+01
  1.08290482e+01  2.81372526e+00  2.93328485e+01  1.63443942e-01
  1.05900971e+01 -1.89735940e+01 -1.11495407e+00 -9.17222901e+00
 -6.08397917e+00 -6.89015345e+00 -2.51206210e+00  9.00824534e+00
 -3.56767449e+00  2.96202574e+00 -1.82146507e+00  6.98139158e-01
 -6.17111722e+00  2.80994880e+00 -2.63881668e+00 -3.05142864e-01
 -3.31075080e+00  1.28343356e+00 -1.26187589e+00 -9.15393945e-01
 -1.45967504e+00 -2.67117811e+00  4.63481369e-01 -2.53619933e+00
 -1.44375441e+00 -1.17210123e+00  6.75049941e-01 -1.55365531e+00]",cat
"[-89.74415243   3.0652083  -84.18890921 -19.6697911  -44.16483021
 -14.15737695   0.37980947  -1.1151715   21.59332308  13.69890282
  10.04265381 -16.65787214  -8.12057271 -10.82738282  -1.10213023
 -11.88837483   8.02733858   7.13908614   4.93332176  -5.73024711
  -3.16692222  -1.08372036  -2.73625456  -1.19592707   1.00171704
  -0.6094849   -2.48838368  -0.3088732   -5.7627183    0.77945623
  -6.01124462   2.27981182  -2.7490244    5.56645986  -1.48615689
   1.66080636  -1.73303252   0.77032044  -1.19687883   0.50790322]",cat
"[-1.69978430e+02  3.25366147e-01 -7.91988058e+01 -9.92765727e+00
 -3.88138188e+01 -1.52549221e+01 -1.31932828e+01 -1.15982701e+01
  1.79779910e+01  1.65939791e+01  1.49203618e+01 -1.58259137e+01
 -1.17283539e+01 -1.72513290e+01  4.43033204e+00 -1.39612833e+01
 -5.36102664e+00  7.89413922e+00  1.45682600e+01  1.61432012e+00
 -5.67065065e+00  2.71054340e+00 -7.62475867e+00  3.62782627e+00
  6.69778406e-01  9.85276140e-01 -5.68719866e+00  3.84558035e+00
 -7.39203771e+00 -4.00502946e+00 -2.13832553e+00 -1.26255044e+00
 -3.73321023e-01  1.16232514e+00  1.01613285e-01  4.87107891e-01
 -5.52796510e+00 -1.77252932e+00 -3.05851572e+00 -2.51113848e-01]",cat
"[-1.45420856e+02  1.44806125e+01 -7.24918683e+01 -8.00815595e+00
 -2.51567500e+01 -2.03208212e+01 -8.15306954e+00 -1.97597058e+01
  1.84673319e+01  1.02284506e+01  2.15973338e+01 -1.59087554e+01
 -1.69640157e+01 -1.63735467e+01 -2.66993073e+00 -2.91068655e+00
 -1.36438193e+01  1.90756968e-01  4.61194984e+00  1.18144506e+01
 -1.78265637e+01 -1.20456655e+00 -6.98490531e+00 -7.29038657e+00
 -6.53508208e+00 -2.15099757e+00 -8.83756238e+00 -4.42184486e+00
  4.60747494e+00 -5.07648579e+00 -2.03542843e+00 -2.51003219e+00
 -8.08601220e+00  8.21343211e-01 -5.44426439e+00 -9.12832174e-01
 -8.78264252e-02  3.46942864e+00  3.30879809e+00  1.02175057e+00]",cat
"[-2.18896995e+02  5.65513389e+01 -3.15258043e+01  1.49435253e+00
  8.01364945e+00  1.46590134e+00 -4.94733208e+00 -6.28089020e+00
 -8.59916298e+00 -5.08159315e+00 -7.57874699e+00  3.70764924e+00
 -2.30199493e+00 -3.26942249e+00 -5.76185565e+00 -8.73841161e+00
 -4.42257908e+00 -9.92218031e+00 -7.14238212e+00 -7.37453645e+00
 -4.37701941e+00 -2.83641621e+00 -3.11494187e+00 -6.05394283e-02
 -4.44266411e+00 -2.99348791e+00 -5.93757085e+00 -5.56259358e-01
 -5.44224693e+00 -1.56037547e+00 -6.95927100e-01 -4.92277037e-01
  8.75557365e-03 -1.15697497e+00  3.85045522e-01 -2.12187591e+00
 -4.07839605e-01 -2.42050788e+00 -2.61568478e+00 -1.79056993e+00]",cat
"[-2.08048531e+02  4.87708164e+01 -3.29411616e+01  2.96727721e+00
  8.14587776e+00  5.15238860e-01 -6.23586810e+00 -6.12419432e+00
 -7.56815191e+00 -4.10610073e+00 -5.21181652e+00  9.09927459e+00
 -6.14301653e-01 -8.67975650e+00 -1.01473554e+01 -9.93642404e+00
 -1.27477194e-01 -1.02343624e+01 -1.13600943e+01 -7.67918958e+00
  8.70174022e-01 -1.81903550e+00 -4.69125641e+00  6.48056022e-01
 -5.67287337e+00 -7.18927381e+00 -5.76005629e+00  2.56971877e+00
 -7.00229445e+00 -3.64801444e+00  1.20191463e+00  1.19112414e+00
  1.56268233e+00 -2.21535341e-01 -1.43796674e+00 -2.64439223e+00
 -2.63597326e-01 -3.97085686e+00 -2.45336779e+00 -2.19279519e+00]",cat
"[-2.20040148e+02  4.61139538e+01 -3.40763009e+01  3.94707758e+00
  7.30352108e+00  4.88089995e-01 -3.99674582e+00 -4.26707606e+00
 -7.21736444e+00 -1.98577025e+00 -2.78323118e+00  8.74604591e+00
 -9.13458776e-01 -6.67843981e+00 -9.16797109e+00 -1.18187544e+01
  1.18727916e+00 -6.94852300e+00 -9.22196223e+00 -9.70853681e+00
  8.13525404e-02 -1.28463410e-01 -5.52732622e+00  2.44937775e-01
 -5.00461946e+00 -7.27125531e+00 -8.06531479e+00  3.00779406e+00
 -6.84265451e+00 -6.41938864e+00 -1.13108003e+00  6.82042963e-01
  2.14256057e+00  1.36425020e+00 -1.48682406e+00 -2.37823349e+00
  2.23898257e+00 -3.58571095e+00 -1.69058431e+00 -1.00335679e+00]",cat
"[-3.37223234e+02  8.28982624e+01  3.42557804e+01  3.29755793e+01
  9.05181833e+00  2.27204285e+01  5.59364343e+00  8.76782186e+00
 -1.73809157e+00  5.01742457e+00  9.25294372e+00  1.53769848e+00
 -3.82395448e+00  1.12380615e+01 -3.21393731e+00  7.22598022e+00
  8.52541810e+00  3.11838644e+00  1.57269898e+00  1.05339463e+00
  2.22402739e+00 -5.53986042e-01 -2.11757604e-01  3.08493587e+00
 -6.95969023e-01  1.70456860e+00  3.48260124e-01  4.65550807e-04
  8.50617734e-01  2.08640126e+00 -1.36445630e-01  1.44993369e+00
 -2.35635052e+00  2.45430945e+00 -7.61949601e-01  3.61244695e-01
 -2.52752645e-01  9.35868642e-01  2.58921796e-01  7.15334648e-01]",cat
"[-3.62939225e+02  1.26763579e+02  2.14800086e+01  1.26653572e+01
  2.07495143e+01  2.12098667e+01  2.29836688e+01  2.14449584e+01
  1.46747061e+01  1.11449517e+01  5.87452981e+00  3.87476750e+00
  1.90502189e+00  1.55038316e+00  2.40354357e+00  2.17730284e+00
 -2.77551462e+00  2.90624741e+00  3.32884823e+00  6.99318294e+00
  1.58816918e+01  1.42559776e+01  6.16123171e+00  4.39173399e+00
 -2.19276004e-01  9.52583234e-01  2.58088379e+00 -7.82563660e-02
 -2.19738280e+00 -1.53440883e+00  1.96691018e-01  1.64548972e+00
 -7.74911885e-01 -7.80825393e-01  2.41445622e-01  2.98251072e+00
 -2.87078796e+00  2.75487924e-01  5.35648059e+00  4.55222545e+00]",cat
"[-3.00509970e+02  8.35322988e+01 -2.61440415e+00  9.34769138e+00
 -3.95141727e+00  8.32513154e+00  8.32303541e-01  6.85706925e+00
 -1.95561222e+00  3.89661346e+00  5.76412718e+00  4.90676991e+00
 -2.29125674e+00  2.38145530e+00 -5.10546855e-01  3.01526417e+00
 -3.88028930e-01 -1.22116914e+00 -2.85116766e+00 -2.08132375e+00
 -7.85577588e-01 -2.94160539e-01 -2.07196669e+00  1.87406388e+00
 -1.49992625e+00 -1.64754668e+00 -1.63820110e+00  1.26471592e+00
 -2.18850753e+00  1.48647060e+00  6.48499034e-01 -1.52901972e-02
 -6.65697448e-01 -3.74276731e-02  1.05444408e+00  6.27126433e-01
 -9.80190080e-01  1.10958162e+00 -6.80431989e-01 -1.74173028e-01]",cat
"[-2.70620258e+02  9.20202284e+01 -5.42194831e+00  2.68900823e+00
 -4.10297666e+00  8.00818071e+00  4.58509701e-01  7.25917343e+00
 -2.60293874e+00 -1.48328385e-01 -2.49051124e+00  4.18988628e-01
 -2.82691493e+00  8.07703351e+00  4.80142761e+00  9.07747015e+00
  4.08196853e+00  3.07254122e+00 -9.97650076e-01 -4.85011186e+00
 -3.16075219e+00 -3.20074817e+00 -3.33540353e+00  2.97008853e-01
 -4.35772924e+00 -1.51356224e+00 -2.28472869e+00  1.31096498e+00
 -2.31907396e+00  3.81075918e-01  9.35187289e-01  1.53234126e+00
 -9.29574639e-01  4.82019699e-03  1.54386414e+00 -3.73860238e-01
 -8.57353598e-01  4.58584435e-01 -5.09341168e-01  3.88088334e-01]",cat
"[-2.75035679e+02  1.03554644e+02 -1.37373517e+00  3.81641303e+00
 -9.98310320e-01  8.17183230e+00  4.06315033e-01  8.50554456e+00
 -3.87497558e+00 -1.29156923e+00 -1.25492457e+00 -2.14454611e-02
 -1.48331956e+00  1.15192273e+01  4.90487370e+00  8.22299541e+00
  3.65751626e+00  4.19910396e+00 -5.21002712e-01 -5.75142725e+00
 -4.82521194e+00 -5.05678620e+00 -2.62950747e+00 -6.63266647e-01
 -4.85393242e+00 -1.08992135e+00 -1.56733679e+00  8.67482517e-01
 -4.02190610e+00 -9.91498063e-01  5.93008651e-01  8.39734555e-01
 -8.27025327e-01 -1.07660305e-01  2.14471620e-01 -9.45343171e-01
 -6.88278518e-01 -8.74648660e-01  6.06704672e-01  1.10134602e+00]",cat
"[-254.39554389   29.45431212  -26.28984231   -1.1015652    -1.9702333
   -7.79054984    2.30463133    3.24171777    1.76912838   -5.0176857
  -10.20681857   -6.55161674   -2.89823343    3.01348211   -5.52974162
   -0.62613595   -6.06397091   -7.58628034   -6.68451355   -2.26396222
   -3.29890411   -3.89580857   -4.91622566   -3.6007634    -5.94588709
   -4.97217714   -4.0580846    -3.51960575   -3.60109918   -3.23039229
   -4.43883184   -3.17676536   -4.2321377    -2.31647295   -4.17912336
   -3.60167785   -2.51358798   -1.48924938   -2.16155753   -2.84717377]",cat
"[-255.60996009   40.07706912  -21.02449284   -3.44274779   -1.76019946
   -5.54945559   -1.3702566    -1.57118723   -2.44157571   -4.07699385
   -6.17632167   -4.62056028   -3.14975229    1.17903037   -6.86679209
   -1.05116633   -5.95601976   -6.34178768   -6.52669895   -3.49276173
   -4.02985121   -4.84792781   -5.31227409   -3.41147125   -4.52078852
   -6.12836739   -5.85930416   -2.67343386   -3.66276085   -4.54649066
   -3.53889376   -2.86184632   -3.92769252   -2.87686372   -2.41288222
   -2.63154767   -2.7981443    -2.04514979   -2.81135763   -2.72062601]",cat
"[-134.80560528   29.0335008   -59.97581425  -25.48479671   31.65399716
  -20.17312446   -1.73505269   21.6690152   -32.20262024   19.02701235
    8.0581308    16.9479644     4.94832172    8.08177072   17.99478771
   -8.69896567    1.45058639    2.10552784   -7.74493038   -5.06113851
   -6.39812836    8.12021295   17.6974706    14.35523762   19.80705099
    5.97259239  -10.59425126  -10.79919953   -2.64566492    6.70027046
   -5.5363512   -13.33901867   -2.06654781    0.72704299    8.46968114
    3.16568491   -5.36074104    2.20144779    2.89898348   -4.75025764]",cat
"[-3.78728940e+02  6.28364751e+01 -5.57590982e+01 -1.05532032e+01
  4.72642566e+00 -1.01332006e+01 -2.15646838e+01 -4.78103047e+00
 -1.06740921e+01  3.11067174e-02  2.27776016e+01  5.99612612e+01
  7.12947023e+01  2.18382304e+01 -1.34382481e+01 -2.85805149e+01
 -3.32159231e-01  1.62418824e+01 -3.47431604e+00 -2.25695628e+01
  3.18578150e+00  3.62295654e+01  1.53948282e+01  1.25264318e+01
  2.43470480e+01  1.30025937e+01 -6.85075734e+00 -1.33345089e+00
  5.52588518e+00 -4.18972594e+00  3.20868126e+00  6.67718317e+00
  2.67093615e+00  9.02479087e-01  1.05249754e+01  1.37604330e+01
 -3.87942695e-01  9.04554505e-01  6.35532831e+00  5.98313190e-01]",cat
"[-4.22522633e+02  1.50755178e+01 -4.86086739e+01  7.11402496e+00
 -4.28758836e+00 -1.47785940e+01 -1.07463409e+01  1.13020738e+01
  2.42265115e+01  2.09117335e+01  2.15180756e+01  8.24255009e+00
 -3.62199729e+00 -1.23403326e+01 -9.81408150e-01  6.35133557e+00
  1.97199258e+00  1.95143892e+00  1.14078674e+01  1.63441268e+01
  3.28906233e+00  3.38331285e+00  4.23132370e+00 -6.09599394e-02
 -5.09340540e-01  3.31752300e+00  3.36792742e+00 -5.85558259e-01
  6.54735407e+00  8.83815605e+00  1.82368067e+00  2.57194337e+00
  2.69667274e+00  3.58804682e-01  1.97650073e+00  6.44836665e-01
  3.07349636e+00  5.59536187e+00  1.82339143e-02  2.63255439e+00]",cat
"[-4.26650088e+02  9.90985736e+01  6.24323481e+00  9.31560062e+00
  2.05230250e+01  1.84588667e+01  8.62898884e+00  1.50093043e+01
  1.19903560e+01  1.28731537e+01  6.71403046e+00  6.30008820e+00
  3.14059855e+00  4.89587860e+00  3.77556692e+00  3.39474889e+00
  2.46450154e+00  2.50300031e+00  1.81354943e+00  2.87103471e+00
  9.72254990e-01  1.11197116e+00  1.01589216e+00  2.45642073e+00
  7.41366709e-01  7.35390661e-02  1.89844924e-01  5.52928035e-01
 -5.49934909e-01 -9.51172934e-01 -9.72701303e-01 -1.66170071e+00
 -1.35467693e+00 -5.71652167e-01 -3.98962186e-01 -7.76391822e-01
 -1.07916745e+00 -1.99286510e+00 -2.39435463e+00 -2.41051067e+00]",cat
"[-3.86526303e+02  9.28999148e+01  3.46654016e+01  2.66543560e+01
  9.34047086e-01  1.63180281e+01  3.16477642e+00  1.07189251e+01
  1.74697388e+00  4.92161072e+00  7.53575312e+00 -9.20330600e-01
 -3.29228606e+00  9.66681875e+00 -3.28267995e+00  1.06826880e+01
  4.72009262e+00  2.10050084e+00  9.09969906e-01 -5.69118762e-03
  6.59071082e-01 -3.63289172e-01 -1.28114543e+00  1.42415889e+00
 -1.31104852e+00  1.93061895e+00 -2.93480737e-01  8.03773820e-01
  1.99297249e+00  1.80199659e+00  1.41787322e+00  1.79079044e+00
 -4.63973500e-01  2.55433787e+00  1.99854254e-01  2.62112721e+00
 -1.60666432e-01  2.22694343e+00  5.54373839e-01  7.99732760e-01]",cat
"[-2.32911526e+02  4.97658032e+01  7.45633959e+00  1.42399811e+01
  2.46000806e+01  2.46012100e+01  3.44002270e+01  4.08310897e+01
  2.54813121e+01  2.88225534e+00 -9.76986503e+00  1.09250980e+01
  2.00397996e+01  7.95274476e+00  2.65810052e+00  1.50783161e+01
 -7.54248070e+00  5.63346171e+00  6.05461208e+00  4.39502954e+00
  3.38337515e+00 -3.62993785e-01  2.93097417e-01  2.16480791e+00
  5.35044963e+00  6.25648088e-01 -1.09684319e-01  5.93412631e+00
  4.10073650e+00 -4.48411224e+00  1.05506692e+00  6.45190194e-01
  4.92303840e-01  2.82102186e+00  3.86067214e-01  4.49366739e+00
  1.52796234e+00  1.72556471e+00  3.47740609e-01  1.23047730e+00]",cat
"[-2.35084458e+02  6.16816538e+01  3.19357387e+00  2.02702208e+01
  1.75587414e+01  2.23586964e+01  1.61953689e+01  2.02477288e+01
 -2.69855535e+00  5.74520950e+00  1.29823789e+01  1.26554192e+01
  1.77114707e+00  7.84454027e+00  3.31868848e+00  3.10749517e+00
  8.82798223e+00  9.66980377e+00 -3.54075900e+00  3.94078718e+00
  3.14751440e+00  2.77469233e+00  6.40492194e+00  1.60989551e-01
  3.03995397e+00  1.22892615e+00  1.05846820e+00  4.28828984e+00
 -1.63872457e+00  2.18782448e+00  1.12428234e+00  1.36188319e+00
  4.30760811e-01  4.18990802e+00  4.07115270e-01 -1.35565418e+00
  3.25030433e-01  2.38860577e-01  1.61897412e-01 -5.22463498e-02]",cat
"[-2.21602248e+02  7.04363764e+01  2.09328140e+01  2.29639424e+01
  5.15028378e+00  1.39825714e+01  7.84557097e+00  1.35772172e+01
  1.24138885e+01  1.23461126e+01  1.07370720e+01  4.44627888e+00
  1.26362459e+00 -5.26984575e+00 -3.26537424e+00  2.40771228e-01
 -1.40321660e-01 -5.50879469e+00 -1.44586797e+00  3.36245475e+00
 -1.78474373e+00 -1.55353806e+00  4.09708738e-01  7.08367853e-01
 -1.18621818e+00  5.22208561e+00  2.12755482e+00 -5.02083488e-01
  4.72786545e+00  2.68998898e+00  1.02906514e+00  1.26988257e+00
 -1.70057837e+00  2.58331204e+00  2.90911488e+00  3.69438386e-01
  2.05867870e+00  3.12306552e+00  8.15692311e-01  2.06908321e+00]",cat
"[-2.23889857e+02  6.96907395e+01  2.12169786e+01  2.14733334e+01
  5.77644851e+00  1.54059046e+01  8.05372291e+00  1.53983263e+01
  1.35835824e+01  1.21318811e+01  1.23171987e+01  6.26736459e+00
  1.84497636e+00 -5.48027411e+00 -2.97125837e+00  1.32676990e+00
 -9.87736644e-01 -6.34816404e+00 -2.92965222e+00  1.13182458e+00
 -9.36016464e-01 -1.26017412e+00 -9.68172208e-01  1.70094933e+00
 -1.38420606e+00  3.02048287e+00  3.37043512e+00 -2.69309286e-01
  3.10340788e+00  4.04833892e+00  1.78616683e+00  1.24125150e+00
 -4.64898733e-01  6.06231848e-01  2.80826647e+00  1.24967682e+00
  1.57161814e-01  3.53033276e+00  9.44322947e-01  1.98423344e+00]",cat
"[-3.45320877e+02  3.17289752e+01 -9.03355680e+01  2.89659747e+00
 -1.72633772e+01 -2.68930277e+01  5.37869056e-01  1.13831579e+01
  6.96102853e+00 -1.88420235e+01 -1.71913703e+01 -4.09923554e+00
  6.57257420e-01  3.29610956e+01  2.71025740e+01 -5.84826225e-01
 -1.78487795e+01 -3.72716634e+00  5.59064261e+00  4.47795592e+00
 -2.11340841e+01 -2.36271831e+01  1.38302946e+01  3.09769932e+00
 -9.33655972e+00 -1.68151994e+00  3.85549006e+00 -1.97880394e+00
 -1.20487485e+01 -4.39232297e+00  8.52185600e-01 -1.00214170e+01
  2.22529759e+00  4.57729025e-01 -8.24140691e+00  4.34748850e+00
  1.45211367e-01 -2.75315342e+00  9.83751125e-01 -1.66432805e+00]",cat
"[-3.59469429e+02  7.91929553e+01  2.23458449e+01  2.84364682e+01
  1.33917057e+01  1.96669795e+01  1.19334465e+01  1.92267382e+01
  1.13613437e+01  1.71543357e+01  8.39805267e+00  6.31969993e+00
  1.18133651e+00  7.88692373e+00  1.13493084e+01  8.75609182e+00
  7.52821509e+00  1.20930961e+01  7.68817282e+00  1.93394163e+00
  2.97236570e-01  3.85093956e+00  1.82014955e+00  3.62128900e+00
  4.78669072e+00  3.23395451e+00  3.39230280e+00  4.26596202e+00
  3.73668241e-02  1.41533802e+00  1.26860701e+00  2.51503227e+00
  2.54165418e+00  2.90281899e+00  3.03223055e+00  2.07914578e+00
  1.30785064e+00  1.99840226e+00 -1.35942511e-01  6.23310881e-01]",cat
"[-3.26356418e+02  6.85489424e+01  1.59375477e+01  1.52281231e+01
 -5.00398100e+00  1.35845758e+01  1.28168025e+01  3.43893120e+01
  2.34217880e+01  2.18213069e+01 -8.42038761e+00 -7.46184591e+00
 -2.52791596e+00  7.86771289e+00  1.09887633e+01  5.85866252e+00
  2.08922134e+01  6.87659321e+00 -1.04360199e+01 -6.66639515e-01
  9.86515029e+00  7.21379869e-01  1.00634764e+01  9.94673130e+00
 -1.28508534e+00  6.25753187e+00 -5.03885285e-02 -5.28911909e+00
  8.85848645e+00  1.08038586e+01  2.76543614e+00  5.36712564e+00
 -7.04730034e-01  6.46112670e+00 -1.58118002e+00 -1.35927968e+00
  8.91697635e+00  3.38383354e+00  5.73275894e+00  2.50913157e+00]",cat
"[-185.09499117   72.13166839   -2.39218199   15.6526441     5.69340476
    2.16135305    0.69165556    0.57734249   -3.28868329   -4.53106907
   -1.42903414   -4.95383331    0.71807071    8.51395185    3.86639721
   10.43943975    1.07242197    2.2968657    -1.80558915   -1.13000492
   -2.52170239   -0.69377307   -1.46139787    1.22426278    0.41885271
    1.01129465    1.30608025    4.27394682    4.27600063    3.73536834
    1.77101927    1.38106402    0.40668818    0.25121419   -1.33730904
   -1.11914802    2.35885398    2.41247148    1.92511049    1.95104784]",cat
"[-4.14147210e+02  1.87046974e+01 -2.38526345e+01  6.69280226e+00
  7.24255123e+00 -1.58466838e-01 -9.31027417e+00 -4.61651130e+00
 -4.33284138e+00  4.51631270e+00  2.89266554e+00  5.09983142e+00
 -5.37344916e+00 -7.53027424e+00 -4.03800750e+00  3.93109490e+00
 -4.96127875e+00 -1.05440621e+01 -2.55874674e+00  3.65337453e+00
 -1.78171587e+00 -5.37447281e+00 -2.83196290e+00 -3.12973206e+00
 -6.82039518e+00 -9.41535061e-01 -1.14258850e+00 -5.01303398e+00
 -1.29736493e+00  1.90806806e+00 -2.21131884e+00 -2.22254600e+00
 -4.88327662e+00 -4.16095577e+00 -4.26799498e-01 -2.32741181e+00
 -1.75558823e+00  1.46879582e+00 -2.85489038e-01 -7.61015949e-02]",cat
"[-1.73074418e+02  4.05704339e+01 -1.42365380e+01 -2.53609135e+00
  9.18340098e+00 -1.08876907e+00 -4.89660245e+00  8.16125575e+00
 -4.00379948e+00  7.07454211e+00  1.42817804e+00 -7.60594864e+00
 -1.12056364e+01 -1.01773054e+01 -1.11031998e+01 -2.67095863e+00
 -1.03739258e+01 -8.67973393e+00  8.79297355e-01  4.52570322e+00
 -1.01707459e+01 -8.54323625e+00 -8.69870207e+00 -1.06101952e+01
 -2.88716654e+00 -3.05379051e-01 -7.49784151e+00 -5.85617265e+00
  9.81191772e+00  2.53708902e+00 -8.47561263e+00 -5.96680792e+00
 -9.04380062e+00 -3.87802987e+00 -1.61835976e-01 -9.22571937e+00
  7.89456031e-01  2.39472856e+00 -1.22660815e+00  6.16333792e-01]",cat
"[-107.87909036  104.52543296  -58.55815226   12.36973621  -17.98866186
  -12.10497782  -15.44359012   -4.73664252    1.92217912    7.34734848
    3.30606927   -0.29570994   -5.19523831   -0.87390874   -4.34028515
   -4.75562901   -0.6163662     3.35598849   -3.63297318   -3.42509117
   -0.88655129   -0.8336054     1.00880053    3.19555274    1.91746416
    1.39532905    2.16588944    2.18835175    0.45726357    1.06419671
    2.76655921    1.82030373    2.11396716    1.16445925    1.77692001
    0.81656204   -1.12898905    0.51774398    0.6471691     0.89944414]",cat
"[-89.83759468 118.84405932 -52.08998631   6.44254559 -20.69206416
 -13.5119998  -13.93901801  -9.44628291   0.55075242   9.46578545
  -3.88072401  -2.56480985  -9.19523165  -4.00994165  -6.86462491
  -7.95033992  -1.41892631   2.5463018   -2.9818382   -3.50467073
  -3.63404764  -1.13723866   0.57855968   3.09006374   1.03524753
   3.41115007   3.87152917   4.84580582   1.37333693   2.13716708
   2.93262204   2.02319139   2.54352919   1.01386502  -0.38607813
   0.35983076  -0.18159416   0.83034657   0.19002541  -0.26389344]",cat
"[-1.18185367e+02  1.13835663e+02 -4.88042500e+01  7.07828757e+00
 -2.02280511e+01 -1.21168635e+01 -1.26458750e+01 -9.03795012e+00
  3.78543383e+00  1.25929401e+01  8.64538156e-01  3.83568244e-01
 -1.04694366e+01 -3.24402425e+00 -4.70427626e+00 -6.72292791e+00
 -1.80569196e+00  2.43168148e+00 -6.34250580e-01 -8.80930065e-01
 -3.30082987e+00 -9.28135742e-01 -2.26556568e-01  7.63679580e-01
  9.69940189e-01  4.16530400e+00  4.48242331e+00  3.73581234e+00
  7.86785600e-02  1.88194118e+00  2.41796100e+00  1.29247550e+00
  1.38354983e+00 -3.02745948e-01 -1.15574405e+00  8.81516403e-02
 -5.17114832e-01  9.79477488e-01  7.46816223e-01 -3.11353096e-01]",cat
"[-2.38885158e+02  2.32865765e+01 -4.27527183e+01 -3.10486154e+01
 -5.49478832e+00  9.78864155e+00 -3.05608307e+01 -2.00993564e+01
 -1.99298564e+01 -4.25211643e+01 -2.66110350e+01 -2.76802215e+00
  2.42261639e+00  2.20693227e+01  2.47696007e+00  1.96336294e+01
 -1.18745796e+01 -1.55877408e+01 -3.00791627e+01 -1.23718104e+01
 -2.80517842e+00 -7.61083219e+00 -1.05201301e+01 -1.25684002e+00
  5.52964685e+00 -8.40422027e-01 -1.11768643e+01  8.39875794e-01
  1.13018665e+01  2.08967958e+00 -3.48224838e-01 -6.12110209e+00
  4.18168072e-01 -9.20836664e+00 -4.28193263e+00  1.27395667e+00
 -5.68662523e+00 -8.25638800e+00 -1.65621914e-02  1.28447183e+00]",cat
